"commentText","hasReplies","numberOfReplies","replies.id","replies.user","replies.date","replies.timestamp","replies.commentText","replies.likes"
"","","","Ugy12eTm-fk7jpaesDN4AaABAg.8hDPn6R9V708hFdcBuqkq9","Rozenita Silva","2 days ago","1528589391464","Mardey Couto o proble e gente que fica vendo e compartilhando como fake News que falam coisas tam idiotas que me deixam puto, como por exemplo dissendo que o presidente vai manda desliga a energia do pa??s enteiro como se nos tiv??ssemos em uma monarquia absolutista, e isso n??o vai acabar tem sedo, ou seja, vai acontece com v??rios outros presidentes not??cias falsas sem sentido o e povo burro acredita como se o problema de um pa??s inteiro fosse de uma ??nica pessoa (Presidente da rep??blica) mas n??o elas mesma (O povo)"
"","","","Ugy12eTm-fk7jpaesDN4AaABAg.8hDPn6R9V708hFiE6ryIe3","Mardey Couto","2 days ago","1528589391470","Davi de Freitas Claro que vou estudar. Afinal, ?? isso que fa??o desde 1985, quando entrei na escola. De l?? pra c??, fui Punk, Anarquista, Comunista e at?? Republicano. Todos esses regimes s??o baseados em princ??pios republicanos e tem a mesma proposta e o mesmo discurso que voc??: oferecem solu????es imediatistas, en??rgicas e idiotas o suficiente para causarem guerras civis (muitas vezes planejadas pelos governantes), rupturas e que trazem morte e mais traumas hist??ricos. O pa??s est?? bem. Quem estava doente e morreu mais uma vez foi a Rep??blica Brasileira. E na boa, antes de mandar eu estudar, fa??a como eu fiz: ofere??a o t??tulo de um ou dois ou at?? mais livros onde encontramos a solu????o t??o defendida por voc??. Do contr??rio, continuar?? passando vergonha em p??blico, esbravejando feito uma feminista do suvaco cabeludo, que s?? sabe repetir frases em butiquim de beira de estrada. Ah! Por obs??quio: aprenda sua l??ngua m??e. Sua express??o est?? horr??vel. Talvez sejam os manuais intervencionistas que anda lendo por a?? que, em sua maioria, s??o escritos por oportunista desmiolados e charlat??es com camisetas camufladas que, no primeiro track do peido de um mosquito j?? se borra todo. Imagina quando ouvir o zumbido de um proj??til de 0.762.","0"
"","","","Ugy12eTm-fk7jpaesDN4AaABAg.8hDPn6R9V708hFiQZM4OMH","Mardey Couto","2 days ago","1528589391477","Rozenita Silva minha querida, n??o posso emitir opini??o sobre isso. Pouco estudei sobre o que tem se tratado sobre o assunto no mundo e sem essas informa????es, n??o d?? pra fazer uma an??lise detalhada do caso. Me desculpe mesmo. Deus esteja com voc??.","1"
"","","","Ugy12eTm-fk7jpaesDN4AaABAg.8hDPn6R9V708hFjrmmEk-a","Rozenita Silva","2 days ago","1528589391487","Mardey Couto t??.","0"
"","","","Ugy12eTm-fk7jpaesDN4AaABAg.8hDPn6R9V708hIAHw6SpJc","Wantunes 3","2 days ago","1528589391494","Mardey Couto deveria ser obrigat??rio discuss??o sobre pol??tica nas escolas , a melhor  maneira de levarem informa????es para suas respectivas fam??lia tbm","1"
"","","","Ugy12eTm-fk7jpaesDN4AaABAg.8hDPn6R9V708hIcHIeInGg","Rosevania Nascimento","1 day ago","1528675791500","Mardey Couto vc est?? dizendo pras pessoas estudar e n??o  ficar em v??deos e facebook ent??o o que vc est?? fazendo por aqui?e outra coisa me parece at?? que vc tem tanto tempo livre que n??o para de postar porcarias, ali??s vai vc pegar livros pra ler pq tu est?? com a mente encimentada."
"Essas porra loca viraram legislativo agora? A lei s?? deve ser aplicada e pronto porra, ?? s?? cumprir.","false","0","","","","","",""
"Esse STF pensa dono do Brasil todo reinado um dia cai","false","0","","","","","",""
"Supremo comprado","false","0","","","","","",""
"O sindicato de especialistas deu o parecer, e a corja do STF n??o quer nem saber. pqp, brasil sil sil, 7x1 de novo.","true","1","","","","","",""
"","","","Ugxx0ztiFHu5lsfiQpJ4AaABAg.8hDPUpo3lC78hHYEiRmb1X","kiteguru.br Filho do Vento","2 days ago","1528589391221","Enganadores e enganados!!!","1"
"S?? STF n??o quer voc??s tem comprimento da lei voto impresso ou votar por c??dula","false","0","","","","","",""
"BANDO DE PAU NO CUUUU, ELES JA SABEM DESSA PORRA FORAM ELES MESMO Q J?? DEIXARAM O ESQUEMA POWWW, ELES SE IRRITARAM PQ A TURMA JA DESCOBRIU. MORAL DA HISTORIA N ADIANTA OS BANDIDO EST??O NO TOPO DA HERAQUIA ENTAO SO CHUTANDO A BUNDA DELES PRA FORA POW","false","0","","","","","",""
"O certo ?? todos ficarem em casa, e n??o ir votar em ningu??m!!! Uns afirmam que a URNA n??o tem precis??o e pode ser violada e outros do STF votando a favor dizem ao contr??rio. Acreditar em quem??","false","0","","","","","",""
"O povo n??o est?? nem a??!","false","0","","","","","",""
"Cansada desse povo cansada.","true","9","","","","","",""
"","","","UgxP-Xxq6CsLptSBzyR4AaABAg.8hDP41L13JQ8hEMWD0-FtO","Walker 078","3 days ago","1528502993338","Viviane uhhu gostosona","0"
"","","","UgxP-Xxq6CsLptSBzyR4AaABAg.8hDP41L13JQ8hET29M1YAT","BRASILIANISCHER HELD","3 days ago","1528502993346","Walker 078 N??o tem vergonha n??o, hein moleque","1"
"","","","UgxP-Xxq6CsLptSBzyR4AaABAg.8hDP41L13JQ8hEXLmAZ_dj","Walker 078","3 days ago","1528502993354","BRASILIANISCHER HELD n??o...","0"
"","","","UgxP-Xxq6CsLptSBzyR4AaABAg.8hDP41L13JQ8hFh5Oacch1","Andre Machado","2 days ago","1528589393359","Viviane somos dois!","1"
"","","","UgxP-Xxq6CsLptSBzyR4AaABAg.8hDP41L13JQ8hGzpbuqv3o","Ronaldo Antonio","2 days ago","1528589393369","Todos n??s estamos meu anjo....NINGU??M suporta mais esses Vermes almofadinhas...","1"
"","","","UgxP-Xxq6CsLptSBzyR4AaABAg.8hDP41L13JQ8hHvD2RLSpc","Sant Giordano","2 days ago","1528589393372","Viviane ?? uma puta falta de sacanagem.","0"
"","","","UgxP-Xxq6CsLptSBzyR4AaABAg.8hDP41L13JQ8hIQjuZYSCh","Elias S.Santos","1 day ago","1528675793381","N??s somos a mudan??a. "
"","","","UgxP-Xxq6CsLptSBzyR4AaABAg.8hDP41L13JQ8hJ30sST-VM","Ailton Silva","1 day ago","1528675793390","Quem eleger?? o pr??ximo presidente do Brasil ser?? esses CANALHAS do TSE, os mesmos indicados pelos bandidos comunistas","1"
"","","","UgxP-Xxq6CsLptSBzyR4AaABAg.8hDP41L13JQ8hJ6I9u3B4_","Maur??cio de Souza","1 day ago","1528675793394","Elias S.Santos"
" talvez voc?? tenha errado de canal.,0"
"Da nojo desse monte de ""ministros"" totalmente anti-democr??ticos, vergonha desse STF, a corte mais desastrosa do mundo!"
"E AINDA ASSIM, STF 8 X 2 BRASIL","false","0","","","","","",""
"Vou conversar com minha equipe e a do anonymous globais sobre isso","true","17","","","","","",""
"","","","UgxTyTLwxekZDvPD_xt4AaABAg.8hDOsrD1uft8hDabh65tIs","Skull GhosT","3 days ago","1528502993498","Anonymous Brazil Hehehe Tava na hora dos anonymous fazer uma baguncinha nesse pa??s est??o mais que merecendo, esse e uns dos governos mais corruptos do mundo s?? tem bandidos na pol??tica.","23"
"","","","UgxTyTLwxekZDvPD_xt4AaABAg.8hDOsrD1uft8hDcVRAnX_A","H??lio Medeiros","3 days ago","1528502993507","Eles merecem ter todos os registros divulgados, todos os podres!","12"
"","","","UgxTyTLwxekZDvPD_xt4AaABAg.8hDOsrD1uft8hDlQ8DkPR5","Igor Resende","3 days ago","1528502993511","Seria foda por como ""vitorioso"" um n??mero que n??o foi registrado, s?? pra provar que a urna ?? rid??cula de violavel","14"
"","","","UgxTyTLwxekZDvPD_xt4AaABAg.8hDOsrD1uft8hE61os2t_Y","Anonymous Brazil","3 days ago","1528502993520","Skull GhosT kkkkk verdade","5"
"","","","UgxTyTLwxekZDvPD_xt4AaABAg.8hDOsrD1uft8hESjy8j8Z6","Anton Huna visitem meu canal","3 days ago","1528502993528","Voc??s poderiam anular todos os votos de um estado, a t??tulo de teste.","8"
"","","","UgxTyTLwxekZDvPD_xt4AaABAg.8hDOsrD1uft8hET210uBBL","Anonymous Brazil","3 days ago","1528502993533","Anton Huna visitem meu canal, kkk, a princ??pio sim","7"
"","","","UgxTyTLwxekZDvPD_xt4AaABAg.8hDOsrD1uft8hEjbGHOUqp","Bruno Lima","3 days ago","1528502993538","Sonho meu.... sonho meu... vai buscar!!! kkkkkkkkkkkkkkkk","1"
"","","","UgxTyTLwxekZDvPD_xt4AaABAg.8hDOsrD1uft8hFZuB5ZDYK","Tine Silva","3 days ago","1528502993546","Anonymous Brazil  Eu gostaria de ter esses conhecimento de vcs Anonymous. Vcs deveriam acabar e tem como acabar com eles. Ajudem n??s brasileiros. Esses pol??ticos corruptos est??o acabando com nosso pai. Pedimos socorro ?? vcs...","3"
"","","","UgxTyTLwxekZDvPD_xt4AaABAg.8hDOsrD1uft8hFaBkjRPQY","Anonymous Brazil","3 days ago","1528502993555","Tine Silva, eu entendo seu desespero mo??a, mas n??o por enquanto n??o posso fazer nada ???????? sinto muito","1"
"","","","UgxTyTLwxekZDvPD_xt4AaABAg.8hDOsrD1uft8hGECEAxgwY","St??nio Lima","2 days ago","1528589393558","J?? pode come??ar divulgando os dados pessoais e banc??rios desses lixos de toga.","2"
"","","","UgxTyTLwxekZDvPD_xt4AaABAg.8hDOsrD1uft8hGzxo-GXvD","Samuel Pedrosa","2 days ago","1528589393568","Piada kkkkkk","1"
"","","","UgxTyTLwxekZDvPD_xt4AaABAg.8hDOsrD1uft8hHB8A4P-N9","Alex Caires","2 days ago","1528589393573","S?? n??o deixa nenhum pol??tico da esquerda vender kkkk ????","1"
"","","","UgxTyTLwxekZDvPD_xt4AaABAg.8hDOsrD1uft8hHT4v3SWgZ","Olive4781","2 days ago","1528589393580","Seria engra??ado ver a cara dessa gente que acha desnecess??rio ter voto impresso, se derrepente todos os votos eletr??nicos sumissem das urnas bolivarianas ????????????","1"
"","","","UgxTyTLwxekZDvPD_xt4AaABAg.8hDOsrD1uft8hI3aNYqTjY","Thiago Novaes","2 days ago","1528589393590","Kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk vai dormir par??a","0"
"","","","UgxTyTLwxekZDvPD_xt4AaABAg.8hDOsrD1uft8hINS3NAsaz","Rapha Gomez Oficial","1 day ago","1528675793593","Quebra de sigilo desses caras, joga tudo no ventilador.","2"
"","","","UgxTyTLwxekZDvPD_xt4AaABAg.8hDOsrD1uft8hIi1ZI6bO6","vander matos","1 day ago","1528675793602","Anonymous Brazil manda eles hakear est?? merdas de urnas eletr??nicas e colocar Bolsonaro na frente desta cambada","0"
"","","","UgxTyTLwxekZDvPD_xt4AaABAg.8hDOsrD1uft8hJ7ArZ7WHK","Maur??cio de Souza","1 day ago","1528675793605","Se voc??s tem for??a e uni??o suficientes para exercer algum tipo de interven????o, deveriam mesmo faz??-lo. Coloco-me ?? disposi????o para colaborar da forma que for apropriada. Sou t??cnico em T.I., mas n??o tenho conhecimentos nessa ??rea de Seguran??a."
"Falou tudo o Dr. Alberto Emanuel, Brilhante, parab??ns!","false","0","","","","","",""
"A popula????o tem que pedir que a contagem dos votos seja na presen??a dos militares junto com os candidatos, pois a contagem dos votos tem que ser p??blica.","false","0","","","","","",""
"Esse cara ?? bom! Estava preparado e embasado. Quiseram pression??-lo, mas se fd...","false","0","","","","","",""
"Qual ministro do STF n??o ?? corrupto??????n??o vejo.","false","0","","","","","",""
"Kkkk, at?? eu que sou Hacker amador  consigo manipular uma urna kkkk","true","10","","","","","",""
"","","","UgzNjeq8ZJkHhYCJMe14AaABAg.8hDOgTfzqXG8hFLc_rmVw_","Ros??ngela Rab??lo","3 days ago","1528502993212","Anonymous Brazil APROVEITA QUE VC ?? UM HARK VAMOS D?? A VIT??RIA PARA #BOLSONARO ????????????????TODOS ESSES MINISTROS FICARIAM COM O C... NA M??O SE O MITO VINHER A PRESIDENTE! ????????????????????????????????","6"
"","","","UgzNjeq8ZJkHhYCJMe14AaABAg.8hDOgTfzqXG8hFLjJiROks","Ros??ngela Rab??lo","3 days ago","1528502993222","Anonymous Brazil Hacher...","3"
"","","","UgzNjeq8ZJkHhYCJMe14AaABAg.8hDOgTfzqXG8hFM3dCphIW","Anonymous Brazil","3 days ago","1528502993229","Ros??ngela Rab??lo , mo??a, diz hacker!!! Blz? Tmj","5"
"","","","UgzNjeq8ZJkHhYCJMe14AaABAg.8hDOgTfzqXG8hFcUQcZ4yZ","Kim Joung-un","3 days ago","1528502993235","Vem pra Koreia? Pago bem. Quero saber o que falam de mim nos porcos do Sul. Bjos","0"
"","","","UgzNjeq8ZJkHhYCJMe14AaABAg.8hDOgTfzqXG8hFiHg3MpsZ","Tremegisto","2 days ago","1528589393244","Fato ?? que eles nunca ir??o inserir o sistema eletr??nico de vota????o em uma blockchain ou em um tangle pois dessa forma a possibilidade de fraude seria ??nfima ( se n??o at?? mesmo imposs??vel ) e a possibilidade de auditoria, verifica????o e valida????o seria absurdamente mais eficiente .... na verdade a contagem dos votos poderia at?? mesmo ser em tempo real com as urnas online ao ter um risco de quebra de confian??a quase inexistente ( se n??o qui???? inexistente ).","2"
"","","","UgzNjeq8ZJkHhYCJMe14AaABAg.8hDOgTfzqXG8hGD3PFn4pf","LuQuinHaS","2 days ago","1528589393249","Se eu fosse um hacker bom, eu faria a vida desses pol??ticos um inferno...","4"
"","","","UgzNjeq8ZJkHhYCJMe14AaABAg.8hDOgTfzqXG8hGzbgWqUAg","Samuel Pedrosa","2 days ago","1528589393258","Acha mesmo que um hacker de verdade fica em v??deo de YouTube se auto intitulando hacker? Ainda coloca nome de anonynous, ?? cada uma... Kkkk","1"
"","","","UgzNjeq8ZJkHhYCJMe14AaABAg.8hDOgTfzqXG8hHwvkfPu1t","silvana cristina cheli contro","2 days ago","1528589393264","Vai l?? faz a urna explodir na hora que esses ministros forem votar","0"
"","","","UgzNjeq8ZJkHhYCJMe14AaABAg.8hDOgTfzqXG8hIbINR2BRH","Maur??cio de Souza","1 day ago","1528675793273","Kara, a gente precisava que essa sua informa????o viesse a publico de uma maneira avassaladora!!","0"
"","","","UgzNjeq8ZJkHhYCJMe14AaABAg.8hDOgTfzqXG8hIqRcYV564","Diego Pires","1 day ago","1528675793281","impossible amigo, vc nao eh hacker porra nenhuma","0"
"Eu admiro ?? que ainda existam pessoas que acreditam nesses ministros ladr??es."
"Supremo virou piada aff. O ??nico pa??s no mundo com urna eletr??nica ?? o Brasil. ABSURDOOOOOOOO.","false","0","","","","","",""
"Urnas eletr??nicas s??o um fraude","false","0","","","","","",""
"Esses merdas do stf j?? n??o enganam mais ningu??m, s??o todos lixo, n??o tem um pingo de credibilidade com a popula????o.","false","0","","","","","",""
"E normal ter falhas em urnas eletronicas? O cara tem 8 minutos pra falar, desses ele nao falou 3. Eles nao deixam","false","0","","","","","",""
"Deixa o cara falar porra","false","0","","","","","",""
"Todos mancomunados com a sacanagem, de excel??ncia n??o s??o nadas, uma vergonha a para a na????o, falam se como estivessem dentro do bem e do mal, criadores do c??u e da terra, sempre obscuros, contradit??rios e omissos. N??o representam nada, a n??o ser os interesses pr??prios escusos. N??o passa de um circo montado para uma manipula????o contundente da democracia. Vergonha, vergonha, sem vergonhas ! Tenho nojo do est??gio de putrefa????o que voc??s deixaram meu pais, com todo esse rastro cristalino de dejetos e atitudes end??micas.","false","0","","","","","",""
"Tadinho do advogado, ele esta lidando com as Hienas da na????o. Todos bandidos com ???togas???. Deus nos ajude????????????????????????","false","0","","","","","",""
"Nem a R??ssia utiliza voto eletr??nico. taquipariu","false","0","","","","","",""
"ATEN????O ! CUIDADO ! Em Bras??lia, 06/06/2018. Ap??s ouvir o Dr. Alberto Emanuel, representante do Sindicato Nacional de Peritos Criminais Federais, por 8 a 2, o Supremo Tribunal Federal (STF) decidiu nesta quarta-feira, 6, suspender a implanta????o do voto impresso nas pr??ximas elei????es, atendendo a um pedido de medida cautelar feito pela procuradora-geral da Rep??blica, Raquel Dodge. O uso do voto impresso para as elei????es deste ano foi aprovado pelo Congresso Nacional em 2015, na minirreforma eleitoral, conforme 59-A da Lei 9.504/1997 que diz:"
" em local previamente lacrado. (Inclu??do pela Lei n?? 13.165"
"","","","UgweSjXj4X8UgYQNe6p4AaABAg.8hDN1xhnC078hEdtX99mYl","Jorge Telles","3 days ago","1528502995571","Sther Haramoto,,, isso ?? mais q juro por Deus","0"
"10:14 Que gemido foi esse? kkkk"
"Eu gostaria de fazer uma pergunta a todos...Pq Nenhum pa??s de primeiro mundo tem a urna eletr??nica j?? q ela e t??o segurar como se diz e o Brasil um terceiro mundo tem?","false","0","","","","","",""
"Com est??s Urnas eletr??nicas n??o da pra confiar nesta elei????o vou votar 00+ tecla Verde 50 %1  voto elei????es ser??o canceladas e traidores da p??tria perder??o seus cargos  por duas elei????es.","false","0","","","","","",""
"Olha ahi a corja do STF, inclusive a Carmen Lucia, mostrando ?? que veio, ficando todos nervosos quando o Dr. Alberto Emanuel mostrou a farsa que eh a urna eletronica ---- O dracula Lewandowski, junto com o resto da corja, pensam que o povo eh idiota, que o povo nao sabe que eles pagaram uma fortuna para peritos desonestos mentirem acerca das urnas eletronicas --- Eh muita bandidagem para um lugar so! Essas raposas velhas, querem fraudar as urnas novamente, exatamente como fizeram em 2014 --- e porque estao indo longe demais, num desrespeito sem tamanho ao povo brasileiro, eh que me faz ter a certeza, de que  um julgamento bem pesado vai cair sobre cada um --- espero que nao demore!"
" no antro de podridao do STF"
" e se juntem"," que envenenam o lugar que deveria ser o exemplo de justica do Pais"," mas que se tornou num covil de ladroes"," traidores da Patria e defensores de bandidos"," tais como eles"," e violadores da Constituicao. Milhoes de vezes","  maldito STF!,30,true,4,,,,,,"
"","","","UgyrCx4o2N_FxeWKVGF4AaABAg.8hDMMAY7Iio8hEY0CQKE9p","Ana","3 days ago","1528502995717","Anissa Harder "
"","","","UgyrCx4o2N_FxeWKVGF4AaABAg.8hDMMAY7Iio8hFBjSi6Tt8","Valdo Manchetes","3 days ago","1528502995725","Gostei dessa frase..."
"","","","UgyrCx4o2N_FxeWKVGF4AaABAg.8hDMMAY7Iio8hIfneX233v","Ana","1 day ago","1528675795734","Anissa Harder "
"","","","UgyrCx4o2N_FxeWKVGF4AaABAg.8hDMMAY7Iio8hJY2ChPFvm","Valdo Manchetes","1 day ago","1528675795743","#destitu??do","0"
"eita porra","false","0","","","","","",""
"Os filhos das putas n??o prestam aten????o.","false","0","","","","","",""
"S?? vamos melhorar o Brasil quando o brasileiro deixar de ser burro.","false","0","","","","","",""
"A verdade ?? bem simples: Com esse STF que temos estamos fodidos!","false","0","","","","","",""
"Leviandovisk","false","0","","","","","",""
"N??o tem dinheiro para as urnas, mas para  enfiar dinheiro em propaganda t?? sobrando, olha que coloco o Advogado fez no rabo desses canalhas, n??o merece respeito como ministro...","false","0","","","","","",""
"Kkkkk eles ficaram totalmente incomodados com a situa????o, BANDO DE LADR??O FILHO DA PUTA !!!!","false","0","","","","","",""
"justi??a tem nos Estados unidos","false","0","","","","","",""
"esses ju??zes s?? envergonham o Brasil","false","0","","","","","",""
"E at?? rid??culo os capa preta n??o olha para o selentissimo Advogado, deve ter levado um Bak  kkkkkk","false","0","","","","","",""
"Populac??o aproveitamos e vamos a rua tb.","true","1","","","","","",""
"","","","UgzhYium937nkILaLE14AaABAg.8hDLJo4JjFT8hEX-5ZB9xv","Ana","3 days ago","1528502995625","For??a t??tica ft "
"N??o precisa de provas.... para que provar o que todos sabem?  Brasil comunista....parab??ns ao jovem que simplesmente de forma direta comprovou o que muitos dizem que o sistema pode ser fraudado.... com ??tica n??o acusou que o ??... mas tb n??o disse que n??o poderia ser...","false","0","","","","","",""
"GREVE DOS CAMINHONEIROS NESTE S??BADO DIA 9 AS 00:00","true","2","","","","","",""
"","","","UgwPxUkfV3MxnCKAU8J4AaABAg.8hDL6hwZveV8hIUPs4WsAc","Aero Hobby Prazeres","1 day ago","1528675795601","For??a t??tica ft ?? hoje? Ou amanh???","1"
"","","","UgwPxUkfV3MxnCKAU8J4AaABAg.8hDL6hwZveV8hJceCJGEWD","For??a t??tica ft","1 day ago","1528675795608","Aero Hobby Prazeres  o governo voltou atr??s na tabela de frete da ant e por isso nao houce a greve.","0"
"Defendeu lindamente."
"","","","UgyqY2-EumBNJHp3Zgh4AaABAg.8hDL4jv34cP8hIYBgWKCxk","Aicaramba","1 day ago","1528675797004","Vinicius Evangelista de Luna para que? Tivemos um grande foda-se desses 11 energ??menos","0"
"Bando de vagabundos corruptos, se sentiram incomodados com a VERDADE, os peritos que mostraram os erros se n??o fossem CONCURSADOS j?? estariam no olho da rua. O medo de n??o ganhar o $$$$ deles este ano ficou mais que VIS??VEL EM SEU DESCONFORTO COM AS AFIRMA????ES.","false","0","","","","","",""
"Eles nao deixam o advogado falar a vontade.","false","0","","","","","",""
"Voto impresso j??","false","0","","","","","",""
"COM MAIS UMA DEMONSTRA????O DO DESCASO A VONTADE DO POVO A  ""CORTE"" CHAMADA DE SUPREMA ZOMBA, ESCARNECE E DESMORALIZA E ENVERGONHA A DEMOCRACIA BRASILEIRA. VAMOS ??S RUAS, FORA TODA ESSA CORJA DE CORRUPTOS.","false","0","","","","","",""
"U??! chama os melhores rackers? e ser  Rackes ?? legalmente aceito sr. ministro?","false","0","","","","","",""
"Interven????o Militar J??!","false","0","","","","","",""
"Canalhas, ficaram apavorados, s?? quero ver se a popula????o ir?? ficar com a bunda na cadeira.","false","0","","","","","",""
"N??o ?? mais i caso de voto impresso... ?? FORA OS BANDIDOS TOGADOS!!!","false","0","","","","","",""
"QUEREMOS O VOTO IMPRESSO, ?? LEI .","false","0","","","","","",""
"Caro Sr. O nosso pa??s ?? corrupto e as vossas afirma????es colocou em p??nico os ministros . O congresso nacional e todas as institui????es deveriam tomar posicionamento. Porque tanta resist??ncia ao voto impresso , gasta dinheiro e o dinheiro que ser?? gasto com o fundo eleitoral n??o ?? uma indescencia e porque pode? J?? sei: corrup????o  se permite  coisa honesta n??o pode. Brasil que vergonha.","false","0","","","","","",""
"?? imoral chama_l??s de excel??ncia... S??o bandidos togados! STF prostituto, n??o me representa. N??o salva nenhum...","false","0","","","","","",""
"Fingem q escutam, mas n??o t??o nem ai pois j?? decidiram q n??o ter?? voto impresso!","false","0","","","","","",""
"N??o posso nem imaginar esse absurdo.  STF, ningu??m ir?? acreditar no pleito, sem a confirma????o impressa. Fraude, fraude, fraude,fraude...","false","0","","","","","",""
"O STF est?? sendo os tr??s poderes!!! Executivo, legislativo e judici??rio.","false","0","","","","","",""
"OS TAIS DE TOGA EST??O UN??NIMES CONTRA ESSA PROVA CABAL. STF DE SUSPEITOS. SOCIEDADE EXIGE NOVOS TESTES DA URNAS ELETR??NICAS COM VIGIL??NCIA E OBSERVADORES NACIONAIS E INTERNACIONAIS.","false","0","","","","","",""
"Eles sabem que a urna n??o ?? segura ,mais como o sistema poder?? manipular as elei????es ou at?? a vit??ria de Bolsonaro? S?? assim manipulando as urnas,STF n??o me representa.","false","0","","","","","",""
"Bandidos","false","0","","","","","",""
"Canalhas!","false","0","","","","","",""
"Bandidos deram apenas 8 minutos    e ainda interferem pra confundir mas a Justi??a Divina triunfar?? s??bre todos esses j?? muito amaldi??oados e os outros tamb??m","false","0","","","","","",""
"STF piadista como sempre; Eles ""Chamam Melhores Hackers"", sabem nem a diferen??a entre 0 e 1.","false","0","","","","","",""
"Cambadas de bandidos safado!!! Temos que ir para as ruas parar o Brasil","false","0","","","","","",""
"Os ratos fraudadores de toga n??o deixam o advogado falar. Quem acredita nestes bandidos de toga? Servi??ais das quadrilhas partid??rias que os nomeou para o para??so das impunidades pr??prias e de seus chefes.","false","0","","","","","",""
"Eu nao vou pagar mais nem 1 centavo de imposto nessa merda de Pa??s","false","0","","","","","",""
"Realmente estamos nas m??os dos ladr??es","false","0","","","","","",""
"N??o irei votar mais..., essas urnas eletr??nicas s??o fraude.","false","0","","","","","",""
"Bandidos d??o apenas 8 minutos e ainda interferem descaradamente mas a Justi??a Divina triunfar?? s??bre todos esses j?? muito amaldi??oados e todos os outros tamb??m","false","0","","","","","",""
"Tenho a maior vontade de matar todos do STF","false","0","","","","","",""
"Ministro n??o deviria ser por indica????o pol??tica, principalmente por lad??es.","false","0","","","","","",""
"Ditadura SPF, faz o que quiser, ?? uma lei e STF recusou cumprir. Tipo essa n??o vale","false","0","","","","","",""
"STF cagam para o povo brasileiro.","false","0","","","","","",""
"O rabo desses bandidos t?? t??o preso que se quer tem eles educa????o para deixar advogado falar. Se eu pudesse tomava todos os poderes constitu??dos do Brasil e fechava-os no c??rcere. BANDIDOS DE TOGAS FDP VOC??S RECEBER??O EM BREVE O QUE ?? TODOS VOC??S!","false","0","","","","","",""
"Essa cacalhada do STF jogou um monte de pedras no advogado Alberto Emanuel Albertin Malta assim que ele come??ou a falar com a inten????o de intimid??-lo e  desestabiliz??-lo em seus argumentos e mesmo assim ele lavou o ch??o com a cara deles. ?? isso a??!!","false","0","","","","","",""
"Foi falar que as urnas tem falhas que os ratos j?? sa??ram em defesa do TSE.","false","0","","","","","",""
"Esse muleque mandou bem. Os ministros ficaram todos nervosinhos pra parecer que n??o sabiam que poderia ser fraudas as urnas, est??o enganando o povo brasileiro. E esse perito Osvaldo Aranha ?? bom!","false","0","","","","","",""
"Trataram logo de ""pisar e diminuir"" o Advogado que os calou em seguida. Ningu??m falou mais nada! Perderam a voz! A?? est?? a prova de que est??o contr??rios ?? vontade do povo brasileiro. Vai ficar assim? Ser?? que os caminhoneiros ter??o que tomar frente tamb??m nisso?!","false","0","","","","","",""
"Esses s??o os reis do Brasil, mandam e desmanda, se o congresso votou ? Foda-se eles passam por cima e pau no cu de quem reclama, achou ruim ?? pior saber que ministro do stf ?? indicado por presidentes e n??o por concurso e o cargo ?? VITALICIO e ningu??m pode fazer nada.","false","0","","","","","",""
"Quanta falta de respeito dos tolgados, a palavra est?? com o advogado, porque de tanto falat??rio por todos os ministros, t??o preocupados em manter o sistema, o mecanismo, onde eles sempre se beneficiaram. Canalhas, corruptos, c??ncer do Brasil. ACORDAAA BRASIL, OU VAMOS CONTINUAR TOMANDO NO RETO?","false","0","","","","","",""
"General Mour??o e todos os brasileiros com a Urna eletr??nica o Brasil vai ficar como dantes no quartel de abrandes. O Brasil tornar?? a nova Venezuela da Am??rica. Bolsonaro j?? perdeu. Urna eletr??nica ?? voto comunista. Voto eletr??nico eu voto ZERO. N??o voto em comunista. Ler o que diz um analista de sistemas. ???Sou analista de sistemas e fui instrutor da IBM de inform??tica, as urnas eletr??nicas s??o simples de diversas formas de fraudes que ap??s feitos, jamais ser??o descobertos, o sistema pode ser testado in??meras vezes e ser considerado seguro por qualquer especialista, mas no dia da vota????o, quem garante que a mesma vers??o de programas ?? que est??o sendo executadas? Al??m disso, no momento da transmiss??o, os resultados podem ser alterados e quem ir?? descobrir? Um grupo dentro de uma sala fechada, controla estes sistemas e resultados e podem realizar in??meras falcatruas sem que ningu??m possa impedir! S?? do Gilmar Mendes aprovar j?? asseguramos que n??o ?? seguro!??? Uma sugest??o barata. Voc?? vota e a urna em baixo tem de ter a bolsa de coleta devidamente lacrada aonde se coloca a vers??o impressa. Isso sim! A contabiliza????o eletr??nica agiliza o resultado, mas a contagem f??sica pode ser acompanhada por cada representante partid??rio, a?? sim vamos ver se um resultado bate com o outro! O resultado oficial ser?? o da contagem dos votos impressos!","false","0","","","","","",""
