"commentText","hasReplies","numberOfReplies","replies.id","replies.user","replies.date","replies.timestamp","replies.commentText","replies.likes"
"J?? ganhou no 1?? turno."
"AEEEEEEE PORRAAAAAAAAAAAAAAAA","false","0","","","","","",""
"Fica at??  muito mais barato voto no papel.  #naoasurnaseletronicas","false","0","","","","","",""
"Bolsonaro 2018"
"","","","UgxiVnt79GBCUoWN0Sd4AaABAg.8cKqMLAMMUD8cKriNqPYdx","Leonardo Ferreira","4 months ago","1518395956939","Darlan Santos ???????","1"
"","","","UgxiVnt79GBCUoWN0Sd4AaABAg.8cKqMLAMMUD8cKs2S-Zeba","uSporKeer - BS","4 months ago","1518395956943","Leonardo Ferreira ele disse ""quem vai votar no bolsonaro da Like""","5"
"","","","UgxiVnt79GBCUoWN0Sd4AaABAg.8cKqMLAMMUD8cKsY-SWtZ4","Filipi Herman","4 months ago","1518395956952","ficar :D4","0"
"","","","UgxiVnt79GBCUoWN0Sd4AaABAg.8cKqMLAMMUD8cKuhPrsHIn","Aliz??oBR13 #PokemonIsLife","4 months ago","1518395956959","1 2 3 4 5 MIL QUEREMOS BOLSONARO PRESIDENTE DO BRASIL ????????","3"
"","","","UgxiVnt79GBCUoWN0Sd4AaABAg.8cKqMLAMMUD8cKuul9JmPM","uSporKeer - BS","4 months ago","1518395956963","Aliz??oBR13 #PokemonIsLife bolsonaro j?? ??,n tem como ele perder com o tanto de Voto nele,so falta mais 1 passo pra nos GANHARMOS!","3"
"","","","UgxiVnt79GBCUoWN0Sd4AaABAg.8cKqMLAMMUD8cKv6ulYvch","Aliz??oBR13 #PokemonIsLife","4 months ago","1518395956968","uSporKeer - BS sim, ele s?? perder se n??o tiver o voto impresso. Mas vamos ter f??","1"
"","","","UgxiVnt79GBCUoWN0Sd4AaABAg.8cKqMLAMMUD8cKvQodIEYm","uSporKeer - BS","4 months ago","1518395956974","Aliz??oBR13 #PokemonIsLife vdd mano!","0"
"","","","UgxiVnt79GBCUoWN0Sd4AaABAg.8cKqMLAMMUD8cKwRNbltr_","Marcos Amorim","4 months ago","1518395956979","Bolsonaro n??o ser?? presidente do Brasil se n??o houver VOTO IMPRESSO, vamos lutar por isso, assine agora e repassse para TODOS os seus contatos!!!"
"","","","UgxiVnt79GBCUoWN0Sd4AaABAg.8cKqMLAMMUD8cKyLeX1vFn","Aliz??oBR13 #PokemonIsLife","4 months ago","1518395956985","Marcos Amorim j?? assinei isso a um tempo eu acho, mas isso vai ajudar mesmo?","0"
"","","","UgxiVnt79GBCUoWN0Sd4AaABAg.8cKqMLAMMUD8cKyQV_gW4D","Marcos Amorim","4 months ago","1518395956989","Bolsonaro n??o ser?? presidente do Brasil se n??o houver VOTO IMPRESSO, vamos lutar por isso, assine agora e repassse para TODOS os seus contatos!!!"
"eu quero meu voto inprensso sim bolsonaro 2018","true","3","","","","","",""
"","","","Ugz0iLQGHfhhmNJunZ94AaABAg.8cKqLVgSTeh8cKyAMUdIAN","Marcos Amorim","4 months ago","1518395956634","Bolsonaro n??o ser?? presidente do Brasil se n??o houver VOTO IMPRESSO, vamos lutar por isso, assine agora e repassse para TODOS os seus contatos!!!"
"","","","Ugz0iLQGHfhhmNJunZ94AaABAg.8cKqLVgSTeh8cL56KmRj3l","sandro maia","4 months ago","1518395956638","Eu tamb??m","0"
"","","","Ugz0iLQGHfhhmNJunZ94AaABAg.8cKqLVgSTeh8cL7cjSKN92","Vicente Inacio Ferreira","4 months ago","1518395956645","?? isso a?? valeu","0"
"N??o tem jeito #bolsomito2018","true","6","","","","","",""
"","","","UgzDliTf03E2lzYu-ZR4AaABAg.8cKqJDQr2D58cKs90Wam_Z","Brayan Rodrigues","4 months ago","1518395956746","Anime News bolsonaro vai se eleger e vai investir nas escolas pra melhorar teu portugu??s. Todo mundo feliz ????","2"
"","","","UgzDliTf03E2lzYu-ZR4AaABAg.8cKqJDQr2D58cKsfFJyTpO","KAMIKAZE EXE","4 months ago","1518395956754","Brayan Rodrigues kkk","1"
"","","","UgzDliTf03E2lzYu-ZR4AaABAg.8cKqJDQr2D58cKtLkoT526","Alex Assis","4 months ago","1518395956757","Exatamente kkkkkk","1"
"","","","UgzDliTf03E2lzYu-ZR4AaABAg.8cKqJDQr2D58cKtjRVuI41","Mito Reigns","4 months ago","1518395956766","Anime News jeito*","0"
"","","","UgzDliTf03E2lzYu-ZR4AaABAg.8cKqJDQr2D58cKuVaeEQb6","LOKY sr","4 months ago","1518395956769","O importante ?? qui vcs entenderam o que eu o que eu quis dizer????","0"
"","","","UgzDliTf03E2lzYu-ZR4AaABAg.8cKqJDQr2D58cKyB2ve4N8","Marcos Amorim","4 months ago","1518395956776","Bolsonaro n??o ser?? presidente do Brasil se n??o houver VOTO IMPRESSO, vamos lutar por isso, assine agora e repassse para TODOS os seus contatos!!!"
"Quero s?? ver a cara dos esquerdinhas agr husahus... Falta pouco tempo para Bolsomito E SEU GLORIOSO IMP??RIO","true","34","","","","","",""
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8cKqYJtDhuf","Pygby Hard","4 months ago","1518395957528","Feliz ?? pouco pra oq eu to agora kkkkkk","17"
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8cKrIMa6sPR","StrangerLigth","4 months ago","1518395957538","O mito est?? chegando ahshaushuahdhaushe. A opress??o apenas come??ou.","19"
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8cKrSBkwn53","Jeferson Matias #Bolsonaro2018 #LulaMorto2018","4 months ago","1518395957545","Capit??o Bolsonaro Se Deus quiser meu amigo, tudo vai dar certo, o povo esta com bolsonaro, juntos somos fortes","9"
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8cKs9kPf54F","jones black","4 months ago","1518395957549","Capit??o Bolsonaro Com os projetos do Bolsonaro aplicados no Brasil, eu tenho certeza absoluta que o Brasil vai se tornar sim um pa??s rico de primeiro mundo, sem d??vida nenhuma! #Bolsonaro2018 #PTnuncamais #lulanacadeia #comunismoaquin??o","11"
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8cKsirIWLWF","ME SALVA CHESUS RSRSRS","4 months ago","1518395957556","vamos fuder tudo kkkk eu penso oq passa na cabe??a desse povo esquedista eles parem que foram abortados os cara sao tudo do contra pare??e que querem afuda o brasil mas nos nao deixa  agora com o bosolnaro vamo fuder tudo kkk","4"
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8cKt5N8YEuF","SOS For??as Armadas/J??teles","4 months ago","1518395957559","Capit??o Bolsonaro ?? mais falta o voto impresso!!!!!!! E segundo TSE apenas 3%tera impresso isso de 100%","4"
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8cKt7lOslo8","chau querido","4 months ago","1518395957566","Capit??o Bolsonaro ?? nois Brasil","4"
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8cKv5n5r8R-","Meireles Assis","4 months ago","1518395957571","Capit??o Bolsonaro voc?? ?? mesmo o bolsonaro?","6"
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8cKvSrFYtFm","Rebeca Albuquerque","4 months ago","1518395957578","Capit??o Bolsonaro vai sonhando kkkkkk lula volta papa larga de loucura ????????????","5"
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8cKvjvERWa_","Uly Azevedo","4 months ago","1518395957583","Risco ao sigilo do voto"
" mais uma vez"," escreveu a procuradora.,1"
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8cKvmXuQ3TA","Andre Inacio","4 months ago","1518395957590","V??o falar q ?? golpe e q ?? contra a constitui????o, agora qual atigo?? Ninguem vai saber","1"
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8cKvyoM4dwZ","Ma. Elza","4 months ago","1518395957598","Capit??o Bolsonaro cuidado rapaz nao fica contando com o ovo no cu da galinha!!","2"
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8cKx0xtfdpA","Uly Azevedo","4 months ago","1518395957603","Ela entrou com pedido de derrubada do voto impresso. olha embaixo as alega????es dessa mis??ria.","1"
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8cKznqIM2cL","Lugon GamesPlay","4 months ago","1518395957609","Bolsonaro 2018","2"
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8cKzqUvL5ln","Um guardi??o anonimo","4 months ago","1518395957614","Em primeiro lugar glorioso S?? DEUS ent??o abaixa a bola, segundo se DEUS quiser poderemos sonhar com um futuro melhor.","1"
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8cKzys1EBQ3","RIAN LS :D","4 months ago","1518395957621","Falta o voto impresso, fora isso, #Bolsonaro2018!!!","0"
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8cL--PlL4aI","Mec Black","4 months ago","1518395957625","Capit??o Bolsonaro gente a Raquel Dodge (PGR)est?? entrando com uma a????o contra o Voto impresso alegando inconstucionalidade na lei do voto impresso","2"
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8cL-D_lZEwb","Michael Nogueira","4 months ago","1518395957632","Capit??o Bolsonaro","1"
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8cL-JCFtoRf","RIAN LS :D","4 months ago","1518395957638","neg??o da madeira - kd as v??rgulas imbecil?! ?? idiota, n??o sabe de nada e nem mesmo sabe usar os pontos e v??rgulas ????????????????, vai sonhando que o Lula volta, pois ele s?? volta nos seus sonhos ????????????????","2"
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8cL0LA1XFbr","felipe rafael","4 months ago","1518395957647","Ou ent??o daqui 9 anos e 6 meses kkkkk","0"
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8cL1Shdyeuu","Wellington //","4 months ago","1518395957650","Capit??o Bolsonaro mais um na conta do nosso progresso tamujunto.","2"
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8cL2VqtTMLH","Fabio G Sanches","4 months ago","1518395957658","Gra??as a Deus uma noticia boa esse ano . Agora n??o adianta termos o voto impresso e n??o nos voluntariarmos a fiscalizar a contagem , vamos juntos apoiar nossos candidatos e fiscalizar todo o processo eleitoral .","2"
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8cL2ctcOGt7","Felipe Oliveira","4 months ago","1518395957661","Gente ainda n??o acabou! Os esquerdistas est??o recorrendo a uma segunda empresa que pode ficar no lugar da Smarth podem fraudar tamb??m CUIDADO!","2"
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8cL8QuxOF4q","jackgi38","4 months ago","1518395957690","Winter W??lf "
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8cLA9HpY861","Lucas Pinheiro","4 months ago","1518395957694","Kra concordo d vc ta transmitindo as noticias mas coloca as fontes, Joyce Husssuman falou ontem. Meritos pra ela tbm.","0"
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8cLJQ8Ja_fG","Alvaro Santos","4 months ago","1518395957697","Capit??o Bolsonaro","1"
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8cLKJR2DUNK","Alessandro Brunocilla Ferreira","4 months ago","1518395957704","Capit??o Bolsonaro amen Bolsonaro presidente e tudo que quero","1"
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8cLL6SxNOhU","BOLSONARO 2018","4 months ago","1518395957708","Vamos pra cima mo??ada. Bolsonaro 2018,","0"
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8cLLpfH4TBY","Joelma Teles","4 months ago","1518395957713","Vigil??ncia eterna.","0"
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8cLN7V_gsk-","Kaique Buzinaro","4 months ago","1518395957719","Sou bolsonaro, mas imp??rio n??o carai, tem que fazer oque fala hahaha","0"
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8cLPe5pvNsk","jackgi38","4 months ago","1518395957724","Kkkkkkk","1"
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8d97r-73qGz","Gustavuferreira Santana","3 months ago","1520815157730","Vai ganha no primeiro turno","0"
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8gXCXF6oIcg","Nat??lia Oliveira","3 weeks ago","1526949557736","Capit??o Bolsonaro essa noticia ?? realmente verdadeira estou com duvida?","0"
"","","","Ugw9n3w0MmCMW8nbufx4AaABAg.8cKqIM29dyf8h2MWXjqxMD","Marlen PLB","1 week ago","1528159157742","Agora sim voto impresso"
"2018 ?? TUDO NOSSO!!!","true","1","","","","","",""
"","","","Ugx3gTTmXgmVzYp8itN4AaABAg.8cKqHOQPB8Q8cKqQq7G988","Canal do Opressor #capit??oB2018","4 months ago","1518395956699","sem d??vida amigo!!","3"
"FINALMENTE BRASIL VAI PRA FRENTE","true","9","","","","","",""
"","","","UgxtZ9eh3sp1K_HnsA94AaABAg.8cKqHBjvCgN8cKqTgQOfPE","Canal do Opressor #capit??oB2018","4 months ago","1518395957039","A DIREITA AGR CHEGOU E N??O VAI SAIR T??O F??CIL!! VIVA O CAPITALISMO!!!!","21"
"","","","UgxtZ9eh3sp1K_HnsA94AaABAg.8cKqHBjvCgN8cKu91YCyWG","n??o sei meu nome","4 months ago","1518395957044","Sou bolsonaro mas ainda tenho medo","3"
"","","","UgxtZ9eh3sp1K_HnsA94AaABAg.8cKqHBjvCgN8cKvP-dz9Ru","Spartano classe A","4 months ago","1518395957051","Capit??o Bolsonaro VIVAA","1"
"","","","UgxtZ9eh3sp1K_HnsA94AaABAg.8cKqHBjvCgN8cKwHIr9avO","sou estranha","4 months ago","1518395957056","s?? que n??o!","0"
"","","","UgxtZ9eh3sp1K_HnsA94AaABAg.8cKqHBjvCgN8cL2eBCCdNk","Daniel Jose","4 months ago","1518395957062","Spartano classe A e muito","0"
"","","","UgxtZ9eh3sp1K_HnsA94AaABAg.8cKqHBjvCgN8cL4LY62Jwl","Alexandro Novaes","4 months ago","1518395957070","Eu ainda tenho minhas duvidas, se realmente a gente vai ficar livre dessa esquerda maldita de uma vez","1"
"","","","UgxtZ9eh3sp1K_HnsA94AaABAg.8cKqHBjvCgN8cL62D5DM9M","ninja shotguns","4 months ago","1518395957075","aprende escrever primeiro porque realmente esta passando vergonha passar bem","1"
"","","","UgxtZ9eh3sp1K_HnsA94AaABAg.8cKqHBjvCgN8cLAw7eoYAc","Leonardeson Lauriano","4 months ago","1518395957082","Spartano classe A e isso so ter fe no senhor Deus ????????????","1"
"","","","UgxtZ9eh3sp1K_HnsA94AaABAg.8cKqHBjvCgN8cLHjVrJ8lx","vash7110","4 months ago","1518395957088","A Raquel Dodge n??o disse que ?? pro STF suspender as exig??ncias de voto impresso ? Ta estranho tudo isso...","1"
"Bolsonaro Presidente!!!!!","false","0","","","","","",""
"Uhuuuul, finalmente, essas urnas ja estava muito na cara meu!!!","true","9","","","","","",""
"","","","Ugw4GGZkcVtL2iEPtcl4AaABAg.8cKqGBHMTWU8cKqXsJnSZQ","Canal do Opressor #capit??oB2018","4 months ago","1518395956848","urnas ?? o Cr$#$% tmjj cumpadi! ;)","11"
"","","","Ugw4GGZkcVtL2iEPtcl4AaABAg.8cKqGBHMTWU8cKt1D3dFyU","SOS For??as Armadas/J??teles","4 months ago","1518395956854","Emerson Henrique ?? mais falta o voto impresso!!!!!!! E segundo TSE apenas 3%tera impresso","6"
"","","","Ugw4GGZkcVtL2iEPtcl4AaABAg.8cKqGBHMTWU8cKvDfRIzwH","Eduardo","4 months ago","1518395956860","Capit??o Bolsonaro Certeza cara eu n vi isso na net n.","5"
"","","","Ugw4GGZkcVtL2iEPtcl4AaABAg.8cKqGBHMTWU8cKwO8fL2gm","Marcos Amorim","4 months ago","1518395956864","Bolsonaro n??o ser?? presidente do Brasil se n??o houver VOTO IMPRESSO, vamos lutar por isso, assine agora e repassse para TODOS os seus contatos!!!"
"","","","Ugw4GGZkcVtL2iEPtcl4AaABAg.8cKqGBHMTWU8cKxe2cAzTV","Demiranda Ramalho","4 months ago","1518395956871","Emerson Henrique : AS URNAS V??O CONTINUAR EXISTINDO. APENAS FOI SUSTADA A LICITA????O PARA AQUISI????O DAS NOVAS.","2"
"","","","Ugw4GGZkcVtL2iEPtcl4AaABAg.8cKqGBHMTWU8cL0MlvWyv1","Pablo Gqmer","4 months ago","1518395956876","Capit??o Bolsonaro essa mulher falo tbm que essa outra empresa ai que vai d?? o m??dulo da urna n??o vai conseguir.","1"
"","","","Ugw4GGZkcVtL2iEPtcl4AaABAg.8cKqGBHMTWU8cL1SHcDULm","Jo??o Gabriel Carreira","4 months ago","1518395956880","Emerson Henrique as urnas foram proibidas?","1"
"","","","Ugw4GGZkcVtL2iEPtcl4AaABAg.8cKqGBHMTWU8cL9ye4m4V4","Emerson Henrique","4 months ago","1518395956884","Demiranda Ramalho sim, e apoio o voto impresso!","0"
"","","","Ugw4GGZkcVtL2iEPtcl4AaABAg.8cKqGBHMTWU8cLHimnrO76","vash7110","4 months ago","1518395956891","A Raquel Dodge n??o disse que ?? pro STF suspender as exig??ncias de voto impresso ? Ta estranho tudo isso...","0"
"JESUS AMAAAADOOOOOOOOOOOOO BOLSONAROOOOOOO","false","0","","","","","",""
"kkkkkkkkkkkkkkkkk BOLSONARO 2018!","false","0","","","","","",""
"Like","true","1","","","","","",""
"","","","Ugz8tmG4s341qAYR2Qp4AaABAg.8cKqBkp3n6o8cKqPDf15GS","Canal do Opressor #capit??oB2018","4 months ago","1518395956672","tmj obg pelo like opressor huee!!","0"
"First u.u","true","1","","","","","",""
"","","","UgxgmByPJphVXBhWw8l4AaABAg.8cKq80SW23s8cKqPjbTtKN","Canal do Opressor #capit??oB2018","4 months ago","1518395958844","boa ushauhs","1UgwAS4eRz6kP7SQunBF4AaABAg","INSTITUTO AMBIENTAL COSTA VERDE","2 hours ago","1528755485897","MELHOR DEFINI????O SOBRE A MAIOR MARACUTAIA NACIONAL.","0","false","0","","","","","",""
"MEUS APLAUSOS !!!","false","0","","","","","",""
"Ningu??m confia mais nessa urna","false","0","","","","","",""
"Fora as urnas eletr??nicas!fora tbm quem quem ?? a favor !","false","0","","","","","",""
"Vamos assinar a peti????o pelo voto impresso j??: http://www.citizengo.org/pt-pt/signit/160804/view. J?? s??o quase 200 mil assinaturas Vamos fazer chegar a 1 milh??o, minha gente! Vamos impor a nossa vontade porque TODO PODER EMANA DO POVO!","false","0","","","","","",""
"A urna eletronica e uma merda,vai tudo por inferno justo com a Globo lixo.Eu quero voto impresso","false","0","","","","","",""
"O Procurados falou com conhecimento profundo sobre tema importante que ?? o voto impresso.","false","0","","","","","",""
"Mas, a quadrilha sabe que sair?? do poder se tivermos voto impresso.","false","0","","","","","",""
"Parab??ns Dr. Felipe, por falar da lei do voto impresso, t??o brilhantemente, Deus o aben??oe.","false","0","","","","","",""
"BRASILEIROS n??o compare??am ?? urnas eletr??nicas","false","0","","","","","",""
"Mande Gilmar mentes do verbo mentir para Portugal","false","0","","","","","",""
"Se n??o houver voto impresso n??o ter?? elei????o","false","0","","","","","",""
"Eleicao sem voto impresso ?? fraude deslavada.pelo FIM do foro privilegiado "
"Felipe Marcelo Gimenez, eu lhe aplaudo de p?? !","false","0","","","","","",""
"A primeira vez que gosto de um advogado","false","0","","","","","",""
"Exonerem essa  corja de  Juizes safados  do  STE","false","0","","","","","",""
"E N??O VAMOS ACEITAR  ESSA PORRA DE URNA ELETRONICA SEM A IMPRESSORA  E PRONTO.","false","0","","","","","",""
"Richard Stallman, conceituado programador e hacker americano publicou um artigo afirmando que o pa??s que nas elei????es usar sistema eletr??nico de vota????o ?? louco porque quem desenvolve o software da elei????o elege quem quiser. Que o resultado pode ser manipulado at?? remotamente de outro pa??s. "
"O TSE programam as Urnas Eletr??nicas (arapucas) e eles mesmos fiscalizam ??? ... Kkkkkkk ... S?? aqui no Brasil acontece essas ABERRA????ES !!!","false","0","","","","","",""
"Nossa, destruiu mesmo. Finalmente...","false","0","","","","","",""
"urna eletronica so no brasil,os pais de primeiro mundo ainda e na mao e eles nao mudam por nada , urna eletronica foi feita para rouba mesmo  quem fala que nao porque esta gamhando uns trocados por tras aqui no brasil nao da para creditar em mas ninguem","false","0","","","","","",""
"Thank you  so  much  ,  Dr.  We     are   very   , very   grateful to you   for  this   marvelous job.","false","0","","","","","",""
"#VOTOINPRESSOJ??","false","0","","","","","",""
"Bolsonaro neles!","false","0","","","","","",""
"Concordo em genero, n??mero e grau!!!!!","false","0","","","","","",""
"Parab??ns ?? esse promotor ,perfeito perfeito ????????????????","false","0","","","","","",""
"???????? FALOU POR 99% DO POVO BRASILEIRO QUE QUER O VOTO IMPRESSO AGORA","false","0","","","","","",""
"H?? UMA CONSPIRA????O CONTRA A DEMOCRACIA, O TRIBUNAL SUPERIOR ELEITORAL TSE, EST?? SE NEGANDO A OBEDECER A LEI DO VOTO IMPRESSO APROVADA NO CONGRESSO, O TSE N??O EST?? ACIMA DA LEI, ELES EST??O DESRESPEITANDO A VONTADE DO POVO. O MINIST??RIO P??BLICO J?? DEVERIA TER TOMADO UMA ATITUDE, EST?? EM ANDAMENTO UM COLUIO ENTRE TODOS ELES, E ISSO ?? PREVARICA????O E DESONESTIDADE.","false","0","","","","","",""
"Meu Deus, virei f?? deste advogado. #Bolsonaro2018NordesteBahia","false","0","","","","","",""
"Gilmar Mendes um Verme.","false","0","","","","","",""
"Meus parab??ns pelas palavras s??bias.","false","0","","","","","",""
"esses comunistas  ?? mesmo um caso de pol??cia, n??o de pol??tica. ?? uma quadrilha disfar??ada de partido, que abriga, atualmente, apenas gente de p??ssimo n??vel. S??o bandoleiros e defensores de bandoleiros. asquerosos.","false","0","","","","","",""
"Dilma n??o foi eleita. ...A??cio ganhou..   menor pior.","false","0","","","","","",""
"o que o procurador falou ?? mais do que certo","false","0","","","","","",""
"Isto ?? defender uma  uma causa  com  compet??ncia!!!"
"Parab??ns e meus aplausos ao Senhor Procurador, que fez uma defesa brilhante do Estado de Direito e dos mais elementares princ??pios de cidadania. O TSE n??o cria e nem pode deixar de cumprir uma lei em vigor. Isto, sim,  ?? um golpe fatal ?? nossa Democracia.","false","0","","","","","",""
"INTERVEN????O MILITAR J??!"
" INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O","INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O","INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O","INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O","INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O","INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O","INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O","INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O","INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O","INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O","INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O",""
" INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O","INTERVEN????O","INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O"," INTERVEN????O",",0,false,0,,,,,,"
"QUERO VER AGORA SE TODOS DE FATO S??O IGUAIS PERANTE A LEI."
"Parab??ns Dr Felipe Marcelo!! Seu discurso reacende a esperan??a de um pa??s melhor. Abaixo todo o sistema de mentira e engano ao povo brasileiro liderado pelo corrupto e dissimulado gilmar. Sinceros parab??ns ao Senhor! Forte abra??o!!","false","0","","","","","",""
"Nossa! O que dizer desse discurso?! Parab??ns!!","false","0","","","","","",""
"A anos votamos nas mesmas velhas urnas, a tecnologia est?? a mil na frente dessas porcarias, trocamos os celulares por tecnologia melhor, computador, mas as urnas s??o as mesmas, j?? notou???","false","0","","","","","",""
"Gente qualificada ?? outro n??vel!!","false","0","","","","","",""
"Muito bom o discurso.parab??ns","false","0","","","","","",""
"At?? q enfim apareceu um homem pra falar a verdade.","false","0","","","","","",""
"O homem ?? perfeito.","false","0","","","","","",""
"Esse cara tem o meu respeito. Falou tudo","false","0","","","","","",""
"O discurso foi muito bom, mas n??o adianta um discurso bonito se a gente n??o puder fazer nada. O super STE faz tudo o que quer e n??o tem ningu??m pra enfrentar. N??o adianta diagnosticar a doen??a se n??o apresentar o rem??dio, deve ter alguma coisa  que a gente possa fazer. Se o Gilmar Mendes t?? medito no meio, pode ter certeza de que tem trapa??a. Ela n??o quer o bem do Brasil.","false","0","","","","","",""
"Em 2014 a fraude descarada nas urnas foi no 1?? turno quando houve a extraordin??ria vantagem para o A??cio sobre a Marina (tudo coordenado com o DATAFOLHA). Lembram da express??o de felicidade da Marina e do seu coordenador de campanha ao declarar a sua derrota para o A??cio, devem ter recebido uma tremenda propina para ignorarem centenas de den??ncias de resultados an??malos favor??veis ao A??cio. O Jo??o Santana constatou que seria melhor Dilma x A??cio (pobres x ricos) no 2?? turno.","false","0","","","","","",""
"O voto nas na????es que possem alta tecnologia ?? em papel, Jap??o, EUA, Israel, Alemanha etc, porque ser???? ou seja, Urna eletr??nica sem voto impresso N??O ?? DEMOCRACIA!","false","0","","","","","",""
"Showw!","false","0","","","","","",""
"PQP! Muito bom!","false","0","","","","","",""
"Vivenciamos a ditadura da corrup????o. Urnas eletr??nicas,..... ?? um crime contra democracia!","false","0","","","","","",""
"Enquanto houver URNA BOLIVARIANA SEM AUDITORIA, O PT MANT??M A CERTEZA DE QUE VENCE ELEI????O COM QUALQUER CANDIDATO !"
"Parab??ns procurador Felipe Marcelo!! Tem que fazer o velhaco Gilmar engolir todas as urnas.","false","0","","","","","",""
"Precisa ser compartilhado incansavelmente","false","0","","","","","",""
"Aplaudo de p?? esse procurador. De toda forma, as empresas envolvidas na fabrica????o das urnas e os desenvolvedores do software j?? faturaram bilh??es que saiu dos cofres p??blicos, dinheiro advindo dos impostos e as altas cargas tribut??rias que o povo paga nesse pa??s e que ainda, alimenta m??quinas de corrup????o em TODAS as esferas do poder. A quem pertence essas empresas?"
