id,user,date,timestamp,commentText,likes,hasReplies,numberOfReplies
UgwMlFBd7hh4giuf5fN4AaABAg,Paulo Ferreira,1 month ago,1526086993745,Não esqueçam vote O .O  .O confirma.,1,false,0
UgyCRDDNw_lM8-ACJRN4AaABAg,Jose Smith,3 months ago,1520816593754,"Existe uma quarta escolha, quebrem as urnas.",1,false,0
